# Arquivo Coleta1.txt 
#Coluna 1 > Ponto de coleta
#Coluna 2 > Ocupação
#Coluna 3 > E(n)
#Coluna 4 > E(w)
#Coluna 5 > lambda
#Coluna 6 > Erro de Little
39200 33354.59653 5.65282 2.83277 1.99551 -0.00000000001576250241
39300 33438.49451 5.64969 2.83144 1.99534 -0.00000000000117506005
39400 33514.41575 5.64284 2.82824 1.99518 0.00000000001549960160
39500 33604.51431 5.63695 2.82488 1.99547 0.00000000004736655512
39600 33682.24368 5.63237 2.82335 1.99492 0.00000000001242028702
39700 33772.04403 5.64180 2.82810 1.99491 0.00000000001590105825
39800 33855.53746 5.63623 2.82529 1.99492 -0.00000000000398259203
39900 33935.55950 5.62984 2.82274 1.99446 -0.00000000001084110579
40000 34026.61079 5.62950 2.82255 1.99447 -0.00000000001027089525
40100 34109.84817 5.62405 2.81951 1.99469 -0.00000000004542854981
40200 34203.55969 5.64992 2.83215 1.99493 -0.00000000003433964224
40300 34291.65388 5.64892 2.83215 1.99457 0.00000000001434319330
40400 34387.54158 5.65003 2.83244 1.99475 -0.00000000000813571432
40500 34471.90895 5.64761 2.83167 1.99444 -0.00000000005561684446
40600 34557.63585 5.64800 2.83188 1.99443 -0.00000000008548184383
40700 34639.13592 5.64371 2.82988 1.99432 -0.00000000007408473834
40800 34713.57702 5.64349 2.83028 1.99397 -0.00000000009154632608
40900 34789.43025 5.64376 2.83088 1.99364 -0.00000000009848211135
41000 34889.20883 5.68423 2.85032 1.99424 -0.00000000007746070452
41100 34983.77334 5.70605 2.86114 1.99433 -0.00000000011573852987
41200 35071.61277 5.70440 2.86077 1.99400 -0.00000000006702371991
41300 35158.18956 5.70341 2.86060 1.99378 -0.00000000013286260980
41400 35247.91350 5.70549 2.86117 1.99411 -0.00000000013219825235
41500 35344.08934 5.71232 2.86423 1.99436 -0.00000000013074874516
41600 35423.99269 5.70972 2.86278 1.99447 -0.00000000012171863517
41700 35520.20284 5.72495 2.86991 1.99482 -0.00000000015251622187
41800 35619.44701 5.77040 2.89226 1.99512 -0.00000000017558399179
41900 35709.52050 5.77096 2.89263 1.99506 -0.00000000017602808100
42000 35807.94331 5.77391 2.89398 1.99514 -0.00000000017109247352
42100 35897.17247 5.77114 2.89275 1.99504 -0.00000000017239187855
42200 35973.91034 5.76519 2.88972 1.99507 -0.00000000017329870872
42300 36051.12377 5.75849 2.88692 1.99468 -0.00000000016327472707
42400 36137.07354 5.75506 2.88488 1.99491 -0.00000000015786216778
42500 36226.48470 5.75887 2.88701 1.99475 -0.00000000019186074951
42600 36303.20067 5.75122 2.88349 1.99453 -0.00000000023631141488
42700 36394.41105 5.75166 2.88336 1.99478 -0.00000000021538770767
42800 36464.69621 5.74251 2.87947 1.99430 -0.00000000021867929689
42900 36539.19317 5.73523 2.87654 1.99380 -0.00000000021641266557
43000 36617.60612 5.73479 2.87676 1.99349 -0.00000000017117773865
43100 36696.20501 5.73062 2.87448 1.99362 -0.00000000018686030501
43200 36774.08268 5.72757 2.87366 1.99313 -0.00000000015890400107
43300 36854.34161 5.72292 2.87094 1.99339 -0.00000000016364687383
43400 36943.79289 5.72632 2.87216 1.99373 -0.00000000023950352812
43500 37024.87222 5.71930 2.86859 1.99377 -0.00000000025311486240
43600 37111.41039 5.71707 2.86728 1.99390 -0.00000000023960478046
43700 37199.31061 5.71819 2.86684 1.99460 -0.00000000025659296909
43800 37282.68228 5.71333 2.86432 1.99466 -0.00000000023553603512
43900 37369.21488 5.71233 2.86347 1.99490 -0.00000000023958079964
44000 37461.54260 5.71098 2.86288 1.99484 -0.00000000020648283083
44100 37543.10201 5.70840 2.86189 1.99463 -0.00000000025289281780
44200 37625.93523 5.70406 2.85957 1.99473 -0.00000000028220625836
44300 37692.69475 5.69784 2.85737 1.99409 -0.00000000030570745935
44400 37788.34374 5.70561 2.86128 1.99408 -0.00000000028522784135
44500 37879.78818 5.70982 2.86279 1.99449 -0.00000000024822632838
44600 37955.14777 5.70190 2.85887 1.99446 -0.00000000023954171979
44700 38034.28589 5.69438 2.85546 1.99421 -0.00000000024553870048
44800 38110.50253 5.68678 2.85167 1.99420 -0.00000000023883828248
44900 38186.89372 5.68476 2.85057 1.99425 -0.00000000022362645069
45000 38280.34765 5.71501 2.86479 1.99491 -0.00000000017717027845
45100 38366.57341 5.71179 2.86310 1.99497 -0.00000000015567547251
45200 38466.50131 5.74984 2.88158 1.99538 -0.00000000015015544363
45300 38566.37992 5.77548 2.89388 1.99576 -0.00000000011122391896
45400 38640.41977 5.76825 2.89072 1.99544 -0.00000000009586020866
45500 38728.31200 5.76369 2.88800 1.99574 -0.00000000011332712546
45600 38808.55023 5.75815 2.88547 1.99557 -0.00000000013734791082
45700 38886.40505 5.75326 2.88354 1.99521 -0.00000000013808865162
45800 38977.44407 5.75352 2.88397 1.99500 -0.00000000013562395651
45900 39074.23168 5.76362 2.88880 1.99516 -0.00000000011100809161
46000 39168.90884 5.77705 2.89513 1.99543 -0.00000000009943601498
46100 39261.85135 5.77923 2.89665 1.99514 -0.00000000008913048077
46200 39347.73857 5.77969 2.89633 1.99552 -0.00000000010427925190
46300 39430.45474 5.77537 2.89418 1.99551 -0.00000000012737544353
46400 39529.14383 5.77769 2.89452 1.99608 -0.00000000018580514904
46500 39625.78091 5.78427 2.89687 1.99673 -0.00000000030388935812
46600 39720.32551 5.79385 2.90116 1.99708 -0.00000000042914916065
46700 39794.13665 5.78984 2.89980 1.99664 -0.00000000043508752157
46800 39882.93796 5.78808 2.89903 1.99656 -0.00000000039482106473
46900 39962.29655 5.78400 2.89713 1.99646 -0.00000000033410785250
47000 40039.37637 5.77732 2.89423 1.99615 -0.00000000025772362022
47100 40122.14934 5.77765 2.89460 1.99601 -0.00000000022641621911
47200 40204.69312 5.77275 2.89219 1.99597 -0.00000000024876900540
47300 40283.52544 5.76819 2.88993 1.99596 -0.00000000019672175000
47400 40378.74304 5.78178 2.89618 1.99635 -0.00000000014477041788
47500 40477.64691 5.78558 2.89810 1.99634 -0.00000000014597567599
47600 40560.89951 5.78013 2.89551 1.99624 -0.00000000006608846803
47700 40644.10103 5.77269 2.89174 1.99627 0.00000000002824673828
47800 40727.74557 5.77124 2.89058 1.99657 0.00000000002076383510
47900 40811.61029 5.76724 2.88805 1.99693 0.00000000002083044848
48000 40903.75597 5.76673 2.88794 1.99683 -0.00000000005531397562
48100 40998.79174 5.76922 2.88894 1.99701 0.00000000000762678809
48200 41079.54843 5.76287 2.88580 1.99697 0.00000000009921574673
48300 41163.62625 5.76048 2.88427 1.99720 0.00000000014114842628
48400 41245.00195 5.75750 2.88322 1.99690 0.00000000006219647020
48500 41342.28041 5.77039 2.88981 1.99680 0.00000000010693845809
48600 41427.48697 5.76820 2.88829 1.99710 0.00000000001511857306
48700 41502.05151 5.76205 2.88562 1.99682 -0.00000000000295674596
48800 41596.28694 5.76397 2.88609 1.99715 0.00000000003696776218
48900 41663.18786 5.75619 2.88325 1.99642 0.00000000008382450289
49000 41755.62458 5.76783 2.88848 1.99684 0.00000000005744471565
49100 41836.56724 5.76361 2.88695 1.99644 0.00000000013628476125
49200 41920.37449 5.76025 2.88549 1.99628 0.00000000022068569194
49300 42003.13216 5.75712 2.88368 1.99645 0.00000000028266544660
49400 42083.57345 5.75209 2.88115 1.99646 0.00000000030918734240
49500 42161.87592 5.74539 2.87837 1.99606 0.00000000034080915867
49600 42241.49413 5.73970 2.87530 1.99621 0.00000000031422331404
49700 42319.36029 5.73296 2.87208 1.99610 0.00000000028430591215
49800 42397.80230 5.72876 2.86991 1.99614 0.00000000033429525814
49900 42492.87215 5.72971 2.86980 1.99655 0.00000000032476776823
50000 42585.50949 5.73399 2.87182 1.99664 0.00000000035492586647
50100 42664.28748 5.72963 2.86988 1.99647 0.00000000031122660005
50200 42751.38353 5.72816 2.86905 1.99653 0.00000000025940227744
50300 42834.65674 5.72550 2.86774 1.99652 0.00000000018058976536
50400 42925.87978 5.72682 2.86807 1.99675 0.00000000020206680773
50500 43006.13421 5.72466 2.86662 1.99701 0.00000000015875478709
50600 43103.88701 5.75241 2.88008 1.99731 0.00000000009619594010
50700 43201.90546 5.76950 2.88879 1.99720 0.00000000009104272891
50800 43284.58394 5.76499 2.88650 1.99722 0.00000000012423484463
50900 43361.93148 5.75993 2.88399 1.99721 0.00000000014967316275
51000 43458.73676 5.76113 2.88450 1.99727 0.00000000010705036857
51100 43534.43370 5.75553 2.88216 1.99695 0.00000000011944489842
51200 43611.44900 5.75092 2.88027 1.99666 0.00000000007307843219
51300 43699.00661 5.74845 2.87913 1.99659 -0.00000000006227285354
51400 43774.77355 5.74349 2.87647 1.99671 -0.00000000001450839449
51500 43868.51138 5.74692 2.87830 1.99664 -0.00000000002346300931
51600 43951.39065 5.74227 2.87590 1.99669 -0.00000000008729639234
51700 44039.98064 5.75182 2.88115 1.99636 -0.00000000017882229031
51800 44108.06588 5.74515 2.87877 1.99569 -0.00000000022907808983
51900 44198.89236 5.74283 2.87785 1.99553 -0.00000000029353408593
52000 44273.70799 5.73600 2.87433 1.99560 -0.00000000026075230863
52100 44359.28711 5.73475 2.87339 1.99582 -0.00000000025710544804
52200 44444.14306 5.73310 2.87257 1.99580 -0.00000000027507240929
52300 44531.00033 5.73233 2.87188 1.99602 -0.00000000027540192349
52400 44615.21584 5.73602 2.87427 1.99565 -0.00000000021813306716
52500 44694.40467 5.73496 2.87416 1.99535 -0.00000000023821211670
52600 44775.17586 5.73166 2.87331 1.99479 -0.00000000021441337594
52700 44868.57881 5.73744 2.87581 1.99507 -0.00000000023288659889
52800 44952.94936 5.73254 2.87302 1.99530 -0.00000000024112623009
52900 45044.75746 5.73892 2.87642 1.99516 -0.00000000024688784350
53000 45133.51970 5.73831 2.87591 1.99530 -0.00000000023762769530
53100 45209.33519 5.73497 2.87442 1.99518 -0.00000000017271606367
53200 45294.33636 5.73057 2.87255 1.99494 -0.00000000015399592712
53300 45375.63700 5.72517 2.87028 1.99463 -0.00000000015589307623
53400 45462.13915 5.72500 2.87019 1.99464 -0.00000000009337863816
53500 45558.55582 5.73261 2.87372 1.99484 -0.00000000015502443773
53600 45647.98755 5.73320 2.87368 1.99507 -0.00000000017637979965
53700 45729.66480 5.72938 2.87170 1.99512 -0.00000000019252333061
53800 45825.32511 5.73592 2.87453 1.99543 -0.00000000023127988413
53900 45912.46612 5.73450 2.87400 1.99531 -0.00000000018506440824
54000 46000.08474 5.73116 2.87236 1.99528 -0.00000000014917578284
54100 46085.96330 5.72622 2.86958 1.99549 -0.00000000009432010728
54200 46166.53624 5.72356 2.86858 1.99526 -0.00000000006865974456
54300 46258.94182 5.73025 2.87137 1.99565 -0.00000000008996181577
54400 46346.23911 5.73130 2.87185 1.99568 -0.00000000010400391659
54500 46433.87389 5.72824 2.86973 1.99609 -0.00000000009024336833
54600 46498.77878 5.72099 2.86627 1.99597 -0.00000000005206679532
54700 46580.43880 5.71838 2.86542 1.99565 -0.00000000008879119662
54800 46669.60747 5.71956 2.86632 1.99544 -0.00000000021536994410
54900 46763.48309 5.72230 2.86752 1.99556 -0.00000000021796342509
55000 46841.40106 5.71741 2.86527 1.99542 -0.00000000021012347418
55100 46921.31102 5.71291 2.86295 1.99546 -0.00000000017425527687
55200 47019.95271 5.72213 2.86704 1.99583 -0.00000000017392931539
55300 47105.18742 5.71993 2.86554 1.99611 -0.00000000020050094918
55400 47187.97486 5.71644 2.86409 1.99590 -0.00000000020131807332
55500 47264.49725 5.71492 2.86368 1.99566 -0.00000000013067058546
55600 47351.89619 5.71478 2.86352 1.99572 -0.00000000012704415298
55700 47425.57287 5.70800 2.86065 1.99535 -0.00000000019477752744
55800 47514.95953 5.71008 2.86176 1.99530 -0.00000000020077983720
55900 47590.19811 5.70486 2.85956 1.99501 -0.00000000032843772146
56000 47686.86179 5.71508 2.86457 1.99509 -0.00000000031261659927
56100 47779.05730 5.71590 2.86477 1.99524 -0.00000000033149127887
56200 47866.35906 5.71165 2.86260 1.99527 -0.00000000036728753372
56300 47960.17922 5.71031 2.86125 1.99574 -0.00000000035598635151
56400 48055.01509 5.71945 2.86549 1.99598 -0.00000000040220626829
56500 48140.72809 5.71479 2.86289 1.99616 -0.00000000040458303374
56600 48218.81905 5.71075 2.86114 1.99597 -0.00000000039096192950
56700 48302.60125 5.70656 2.85926 1.99582 -0.00000000046840753498
56800 48376.71679 5.70121 2.85674 1.99570 -0.00000000050235371418
56900 48451.92881 5.69506 2.85393 1.99552 -0.00000000050093618142
57000 48547.84602 5.70427 2.85805 1.99586 -0.00000000042582204429
57100 48628.29231 5.70361 2.85766 1.99590 -0.00000000041235370674
57200 48708.10712 5.69893 2.85518 1.99600 -0.00000000046155879119
57300 48800.95049 5.70316 2.85682 1.99634 -0.00000000040683101332
57400 48897.21087 5.71925 2.86449 1.99660 -0.00000000043587444765
57500 48989.98967 5.72073 2.86542 1.99647 -0.00000000043332626376
57600 49072.23805 5.71601 2.86305 1.99648 -0.00000000046131276576
57700 49149.06257 5.71015 2.86050 1.99620 -0.00000000049180393091
57800 49226.69434 5.70552 2.85833 1.99611 -0.00000000055110049857
57900 49304.80732 5.70127 2.85643 1.99594 -0.00000000056930282710
58000 49390.54241 5.69909 2.85523 1.99602 -0.00000000056409898974
58100 49482.93987 5.70594 2.85855 1.99609 -0.00000000056050897257
58200 49568.34604 5.70705 2.85927 1.99598 -0.00000000051862958372
58300 49657.11381 5.70836 2.85948 1.99630 -0.00000000046499870621
58400 49734.99292 5.70199 2.85654 1.99611 -0.00000000052746251811
58500 49824.52167 5.70703 2.85904 1.99614 -0.00000000047997872343
58600 49910.11643 5.70682 2.85912 1.99601 -0.00000000046766501782
58700 50006.53428 5.72337 2.86715 1.99618 -0.00000000048096104877
58800 50084.68952 5.71783 2.86469 1.99597 -0.00000000049150195025
58900 50165.36743 5.71423 2.86331 1.99567 -0.00000000048165649247
59000 50235.51852 5.70767 2.86101 1.99498 -0.00000000051382009758
59100 50323.64811 5.70496 2.85962 1.99501 -0.00000000042997871930
59200 50397.52516 5.70164 2.85843 1.99468 -0.00000000041058623168
59300 50481.46402 5.69900 2.85731 1.99454 -0.00000000030529534456
59400 50556.90235 5.69305 2.85491 1.99412 -0.00000000028488855719
59500 50654.75838 5.69431 2.85548 1.99417 -0.00000000026938895559
59600 50744.56800 5.69784 2.85673 1.99453 -0.00000000027357405230
59700 50833.82096 5.71018 2.86300 1.99447 -0.00000000020195578543
59800 50923.86267 5.70957 2.86237 1.99470 -0.00000000027244251299
59900 50999.98152 5.70559 2.86039 1.99469 -0.00000000031423752489
60000 51075.12708 5.69954 2.85741 1.99465 -0.00000000024530688592
60100 51172.91132 5.71754 2.86578 1.99511 -0.00000000029054447737
60200 51261.80019 5.71553 2.86490 1.99502 -0.00000000039991387979
60300 51333.57301 5.71007 2.86285 1.99454 -0.00000000045869263943
60400 51411.43183 5.70529 2.86093 1.99421 -0.00000000039098768667
60500 51496.99264 5.70362 2.85987 1.99436 -0.00000000038882408404
60600 51582.25816 5.70542 2.86059 1.99449 -0.00000000037416558740
60700 51680.45361 5.71779 2.86669 1.99456 -0.00000000037301983724
60800 51757.98987 5.71290 2.86411 1.99465 -0.00000000036947067628
60900 51842.70072 5.71000 2.86261 1.99468 -0.00000000028705571253
61000 51924.42599 5.70753 2.86132 1.99472 -0.00000000032499691827
61100 52010.41822 5.70450 2.85929 1.99507 -0.00000000026910029760
61200 52107.32659 5.71315 2.86312 1.99542 -0.00000000024580426583
61300 52192.55162 5.71631 2.86507 1.99517 -0.00000000026609914272
61400 52259.40360 5.70946 2.86188 1.99500 -0.00000000022577673064
61500 52341.30076 5.70510 2.85999 1.99480 -0.00000000024067414728
61600 52426.27653 5.70200 2.85829 1.99490 -0.00000000016428636229
61700 52512.04362 5.70377 2.85893 1.99507 -0.00000000011557510504
61800 52595.56219 5.70103 2.85761 1.99503 -0.00000000010603340428
61900 52686.04302 5.70114 2.85724 1.99533 -0.00000000016488943544
62000 52773.75646 5.69843 2.85580 1.99539 -0.00000000020382451282
62100 52856.83066 5.69667 2.85500 1.99533 -0.00000000027579716289
62200 52957.44128 5.70801 2.86014 1.99571 -0.00000000030626257086
62300 53057.23730 5.71814 2.86505 1.99583 -0.00000000029328006690
62400 53143.33635 5.71927 2.86579 1.99571 -0.00000000024040325286
62500 53218.67872 5.71274 2.86253 1.99570 -0.00000000020258994482
62600 53311.42452 5.72388 2.86808 1.99572 -0.00000000017212453685
62700 53385.56741 5.71968 2.86601 1.99569 -0.00000000014188739073
62800 53485.73136 5.73224 2.87241 1.99562 -0.00000000014382806057
62900 53578.55921 5.73534 2.87381 1.99572 -0.00000000015267076492
63000 53660.84673 5.73349 2.87338 1.99538 -0.00000000016263612679
63100 53742.33312 5.72903 2.87104 1.99545 -0.00000000022774759856
63200 53822.99422 5.72786 2.87061 1.99535 -0.00000000026921931351
63300 53898.59974 5.72271 2.86808 1.99531 -0.00000000022021673374
63400 53972.37926 5.71749 2.86571 1.99514 -0.00000000023913404590
63500 54060.87251 5.71758 2.86558 1.99526 -0.00000000026740298864
63600 54155.33656 5.71664 2.86503 1.99531 -0.00000000028146462938
63700 54232.32035 5.71303 2.86321 1.99532 -0.00000000028086866166
63800 54318.40420 5.71173 2.86264 1.99527 -0.00000000021149926255
63900 54407.04493 5.70878 2.86109 1.99532 -0.00000000017763035487
64000 54502.87247 5.71572 2.86386 1.99581 -0.00000000019431745102
64100 54582.55349 5.71107 2.86179 1.99563 -0.00000000018335377661
64200 54674.82029 5.71173 2.86168 1.99593 -0.00000000022918378306
64300 54745.24852 5.70507 2.85918 1.99535 -0.00000000024337598603
64400 54827.66066 5.70185 2.85796 1.99508 -0.00000000029889157815
64500 54910.54119 5.69779 2.85607 1.99498 -0.00000000036186431629
64600 54998.02075 5.69390 2.85433 1.99483 -0.00000000040124881195
64700 55069.81215 5.68915 2.85225 1.99462 -0.00000000039564085341
64800 55143.14759 5.68421 2.85044 1.99415 -0.00000000034404390448
64900 55234.53763 5.69080 2.85351 1.99431 -0.00000000042909320541
65000 55323.59096 5.69003 2.85292 1.99446 -0.00000000046681503107
65100 55417.53692 5.69418 2.85448 1.99482 -0.00000000049730886076
65200 55493.43866 5.68930 2.85211 1.99477 -0.00000000052617110669
65300 55571.06876 5.68370 2.84940 1.99470 -0.00000000055848747849
65400 55655.53471 5.68281 2.84905 1.99463 -0.00000000052819615348
65500 55743.09023 5.68082 2.84813 1.99458 -0.00000000053559112700
65600 55840.34447 5.69348 2.85416 1.99480 -0.00000000048723336477
65700 55929.18908 5.69083 2.85271 1.99489 -0.00000000064282001944
65800 56012.17117 5.68741 2.85081 1.99502 -0.00000000069529360047
65900 56090.81251 5.68184 2.84825 1.99486 -0.00000000078727335762
66000 56178.61269 5.67768 2.84587 1.99506 -0.00000000096453955933
66100 56259.17039 5.67754 2.84615 1.99481 -0.00000000095094865316
66200 56332.45455 5.67435 2.84487 1.99459 -0.00000000089626528421
66300 56415.38939 5.67064 2.84308 1.99454 -0.00000000081569773158
66400 56497.01969 5.66524 2.84036 1.99455 -0.00000000091104013222
66500 56577.02909 5.66075 2.83810 1.99456 -0.00000000100261221547
66600 56666.92092 5.65881 2.83733 1.99441 -0.00000000095071150952
66700 56751.94967 5.65723 2.83636 1.99454 -0.00000000094714724952
66800 56834.01549 5.65419 2.83501 1.99442 -0.00000000103132435925
66900 56918.63512 5.65040 2.83306 1.99445 -0.00000000104935349299
67000 57003.56287 5.64942 2.83249 1.99451 -0.00000000108283604305
67100 57094.05980 5.65056 2.83297 1.99458 -0.00000000117012888268
67200 57177.94748 5.65040 2.83302 1.99448 -0.00000000125325971823
67300 57260.32465 5.64742 2.83139 1.99458 -0.00000000131624844357
67400 57343.36856 5.64879 2.83207 1.99458 -0.00000000126988375371
67500 57429.50406 5.64881 2.83202 1.99462 -0.00000000137740219230
67600 57529.11535 5.65707 2.83577 1.99490 -0.00000000133808075731
67700 57611.44410 5.65335 2.83423 1.99467 -0.00000000132443833678
67800 57687.81360 5.64833 2.83151 1.99481 -0.00000000134022482001
67900 57770.57088 5.64443 2.82992 1.99455 -0.00000000142840139716
68000 57860.81991 5.64320 2.82900 1.99476 -0.00000000143423317667
68100 57945.53049 5.64060 2.82771 1.99476 -0.00000000150834367219
68200 58031.19869 5.63881 2.82674 1.99481 -0.00000000165273128516
68300 58127.08742 5.63941 2.82699 1.99485 -0.00000000158327662092
68400 58225.83098 5.65219 2.83301 1.99512 -0.00000000162003832571
68500 58308.91824 5.64837 2.83113 1.99509 -0.00000000152221169003
68600 58397.57799 5.64643 2.82990 1.99528 -0.00000000158329882538
68700 58481.59789 5.64429 2.82894 1.99520 -0.00000000161134039445
68800 58559.94187 5.64117 2.82728 1.99526 -0.00000000165396052410
68900 58648.32854 5.64156 2.82726 1.99541 -0.00000000184845294626
69000 58734.17256 5.64217 2.82780 1.99525 -0.00000000190598914429
69100 58811.34406 5.63793 2.82631 1.99480 -0.00000000194118054964
69200 58892.73986 5.63496 2.82483 1.99480 -0.00000000191205273836
69300 58979.99908 5.63311 2.82379 1.99488 -0.00000000182493220535
69400 59048.30690 5.62878 2.82220 1.99447 -0.00000000183363457751
69500 59133.15511 5.63174 2.82371 1.99445 -0.00000000193300397910
69600 59233.66812 5.66376 2.83953 1.99461 -0.00000000204325623088
69700 59333.11255 5.69740 2.85595 1.99492 -0.00000000209015915686
69800 59423.83220 5.69746 2.85583 1.99503 -0.00000000219086704334
69900 59496.38849 5.69239 2.85322 1.99508 -0.00000000221626272889
70000 59584.37528 5.69200 2.85285 1.99520 -0.00000000222375895476
70100 59658.91873 5.68814 2.85105 1.99511 -0.00000000228926211321
70200 59739.76133 5.68473 2.84965 1.99489 -0.00000000227700702737
70300 59825.29164 5.68235 2.84839 1.99494 -0.00000000238453079504
70400 59916.63897 5.68456 2.84922 1.99513 -0.00000000238728325996
70500 60004.14575 5.69031 2.85187 1.99529 -0.00000000237799824276
70600 60090.46139 5.68991 2.85178 1.99521 -0.00000000237950281701
70700 60183.72193 5.69826 2.85579 1.99533 -0.00000000226936247572
70800 60267.68140 5.69525 2.85420 1.99540 -0.00000000237829400618
70900 60350.11882 5.69207 2.85265 1.99536 -0.00000000243901432384
71000 60441.69091 5.69209 2.85241 1.99554 -0.00000000251437803911
71100 60530.43292 5.69013 2.85130 1.99563 -0.00000000259451837792
71200 60610.77786 5.68597 2.84963 1.99534 -0.00000000247928344521
71300 60691.03369 5.68442 2.84872 1.99543 -0.00000000241418174340
71400 60773.63334 5.68040 2.84674 1.99541 -0.00000000242839259812
71500 60863.86044 5.67893 2.84633 1.99517 -0.00000000243792719345
71600 60948.70387 5.67665 2.84548 1.99497 -0.00000000238292674481
71700 61039.73051 5.67532 2.84432 1.99531 -0.00000000241503084197
71800 61129.33978 5.67428 2.84362 1.99545 -0.00000000238482478210
71900 61220.66855 5.67777 2.84492 1.99576 -0.00000000249577070122
72000 61312.29255 5.67794 2.84514 1.99567 -0.00000000234490826756
72100 61398.44992 5.67609 2.84426 1.99563 -0.00000000242876385670
72200 61485.84330 5.67434 2.84345 1.99558 -0.00000000247430786970
72300 61575.65623 5.67656 2.84434 1.99574 -0.00000000250703902083
72400 61658.93735 5.67432 2.84330 1.99568 -0.00000000260416843645
72500 61736.56741 5.67054 2.84156 1.99557 -0.00000000248851783624
72600 61812.24096 5.66701 2.84008 1.99537 -0.00000000247147724508
72700 61897.29065 5.66546 2.83951 1.99523 -0.00000000248194353958
72800 61971.77793 5.66292 2.83828 1.99519 -0.00000000249964049459
72900 62046.50966 5.65854 2.83655 1.99487 -0.00000000248778864176
73000 62132.15306 5.65684 2.83586 1.99475 -0.00000000236939801113
73100 62223.18182 5.65711 2.83569 1.99497 -0.00000000226243024315
73200 62298.27882 5.65312 2.83403 1.99473 -0.00000000216784368234
73300 62387.19774 5.65535 2.83470 1.99505 -0.00000000211033146513
73400 62476.39346 5.66339 2.83881 1.99499 -0.00000000224928431436
73500 62570.23422 5.66951 2.84133 1.99537 -0.00000000230269314727
73600 62665.81479 5.67617 2.84487 1.99523 -0.00000000243473241568
73700 62748.62427 5.67236 2.84297 1.99522 -0.00000000242260078664
73800 62832.01358 5.66959 2.84136 1.99538 -0.00000000252161758141
73900 62918.08025 5.66863 2.84074 1.99548 -0.00000000251404763674
74000 63000.61808 5.66708 2.83964 1.99570 -0.00000000251884735292
74100 63093.97587 5.66600 2.83892 1.99583 -0.00000000248260434432
74200 63185.17228 5.66677 2.83886 1.99615 -0.00000000244819187145
74300 63266.54437 5.66358 2.83708 1.99627 -0.00000000257554777505
74400 63342.22105 5.66019 2.83551 1.99618 -0.00000000264692712193
74500 63425.14878 5.66204 2.83685 1.99589 -0.00000000269758615445
74600 63511.68455 5.66091 2.83568 1.99631 -0.00000000260920440809
74700 63611.86134 5.68070 2.84540 1.99645 -0.00000000260611443537
74800 63696.86646 5.68315 2.84662 1.99646 -0.00000000255332821553
74900 63775.46245 5.68207 2.84607 1.99646 -0.00000000246823628203
75000 63853.24289 5.67718 2.84382 1.99632 -0.00000000245707276747
75100 63935.87432 5.67413 2.84215 1.99642 -0.00000000241155362346
75200 64022.34338 5.67207 2.84129 1.99630 -0.00000000237823805094
75300 64107.52211 5.66935 2.83998 1.99627 -0.00000000237211494891
75400 64195.44412 5.66686 2.83848 1.99645 -0.00000000250075782304
75500 64288.18250 5.67483 2.84223 1.99661 -0.00000000253473331213
75600 64374.70797 5.67295 2.84125 1.99664 -0.00000000254240717368
75700 64454.47231 5.66846 2.83940 1.99635 -0.00000000253564813590
75800 64546.38502 5.67068 2.84010 1.99665 -0.00000000252596965566
75900 64630.04379 5.66804 2.83884 1.99660 -0.00000000250280951519
76000 64719.26048 5.66828 2.83870 1.99679 -0.00000000246131826032
76100 64794.95725 5.66608 2.83778 1.99666 -0.00000000247845655110
76200 64884.71416 5.66845 2.83866 1.99688 -0.00000000250791298839
76300 64953.74432 5.66566 2.83756 1.99667 -0.00000000256554066880
76400 65036.49050 5.66634 2.83787 1.99669 -0.00000000266081467970
76500 65136.63437 5.69235 2.85107 1.99656 -0.00000000259576804496
76600 65233.94359 5.69188 2.85065 1.99670 -0.00000000264342681078
76700 65320.85859 5.69023 2.84976 1.99674 -0.00000000263594923666
76800 65405.12304 5.68777 2.84844 1.99680 -0.00000000265451660653
76900 65501.34685 5.69743 2.85326 1.99681 -0.00000000267486566230
77000 65587.22700 5.69653 2.85312 1.99660 -0.00000000276964939872
77100 65665.99213 5.69334 2.85138 1.99669 -0.00000000275798761606
77200 65763.88644 5.69622 2.85262 1.99684 -0.00000000266074806632
77300 65841.43152 5.69322 2.85143 1.99662 -0.00000000273740585754
77400 65915.16749 5.68901 2.84940 1.99656 -0.00000000265186450576
77500 66008.13842 5.68769 2.84868 1.99661 -0.00000000267090882744
77600 66082.84371 5.68387 2.84711 1.99637 -0.00000000274779132781
77700 66163.11657 5.68021 2.84525 1.99638 -0.00000000270465871921
77800 66249.40297 5.67683 2.84353 1.99640 -0.00000000273445355248
77900 66328.15777 5.67277 2.84147 1.99642 -0.00000000259183163820
78000 66411.96327 5.67069 2.84043 1.99642 -0.00000000242790143545
78100 66492.69719 5.66750 2.83891 1.99636 -0.00000000250716691852
78200 66583.43285 5.66789 2.83903 1.99642 -0.00000000253688980933
78300 66662.88451 5.66673 2.83853 1.99636 -0.00000000243661713029
78400 66749.75132 5.66354 2.83665 1.99656 -0.00000000235908803603
78500 66823.98945 5.66013 2.83494 1.99656 -0.00000000218698481547
78600 66908.29078 5.65740 2.83397 1.99628 -0.00000000210985806604
78700 66985.96744 5.65411 2.83265 1.99605 -0.00000000218252527162
78800 67065.58018 5.65113 2.83128 1.99596 -0.00000000224903029533
78900 67148.92333 5.64881 2.83015 1.99594 -0.00000000221539941947
