# Arquivo Coleta1.txt 
#Coluna 1 > Ponto de coleta
#Coluna 2 > Ocupação
#Coluna 3 > E(n)
#Coluna 4 > E(w)
#Coluna 5 > lambda
#Coluna 6 > Erro de Little
79000 67235.48421 5.64562 2.82852 1.99596 -0.00000000223752039119
79100 67326.12313 5.64501 2.82822 1.99595 -0.00000000231562236053
79200 67409.82675 5.64267 2.82683 1.99611 -0.00000000223256257925
79300 67504.04249 5.64198 2.82610 1.99638 -0.00000000232877450657
79400 67584.06128 5.63837 2.82436 1.99634 -0.00000000229241692296
79500 67671.08930 5.63659 2.82312 1.99658 -0.00000000235616059996
79600 67755.83427 5.63494 2.82222 1.99663 -0.00000000249176324019
79700 67832.55646 5.63094 2.82056 1.99639 -0.00000000248727083374
79800 67911.85041 5.62717 2.81890 1.99623 -0.00000000244269848793
79900 67998.87801 5.62607 2.81840 1.99620 -0.00000000246318254682
80000 68097.10844 5.62981 2.81991 1.99645 -0.00000000232870256411
80100 68193.45131 5.64232 2.82594 1.99662 -0.00000000225488960837
80200 68290.87863 5.65632 2.83300 1.99658 -0.00000000234025598900
80300 68385.05528 5.65999 2.83455 1.99679 -0.00000000225978169510
80400 68472.47913 5.66467 2.83652 1.99705 -0.00000000221003126910
80500 68571.16655 5.68453 2.84628 1.99718 -0.00000000223768914509
80600 68656.02877 5.68118 2.84491 1.99696 -0.00000000231789876182
80700 68733.35830 5.68259 2.84547 1.99706 -0.00000000234970354285
80800 68826.09177 5.69356 2.85114 1.99694 -0.00000000233193464538
80900 68906.74835 5.69021 2.84951 1.99691 -0.00000000249986165102
81000 68992.73384 5.68771 2.84843 1.99679 -0.00000000240829933773
81100 69066.66976 5.68358 2.84658 1.99663 -0.00000000234233077379
81200 69166.64558 5.68978 2.84933 1.99688 -0.00000000223767848695
81300 69245.59422 5.68699 2.84817 1.99672 -0.00000000226729390818
81400 69327.35955 5.68321 2.84615 1.99681 -0.00000000222607887679
81500 69410.17240 5.68182 2.84552 1.99676 -0.00000000220568363574
81600 69497.61884 5.67973 2.84428 1.99690 -0.00000000226286456240
81700 69576.60767 5.67636 2.84251 1.99695 -0.00000000234745911598
81800 69671.99216 5.67879 2.84374 1.99694 -0.00000000239509212463
81900 69750.22593 5.67774 2.84343 1.99679 -0.00000000234676011956
82000 69835.52097 5.67579 2.84224 1.99694 -0.00000000229308128041
82100 69927.60787 5.67697 2.84255 1.99714 -0.00000000232157137958
82200 70012.44522 5.67848 2.84289 1.99743 -0.00000000247757547811
82300 70095.69959 5.67690 2.84211 1.99742 -0.00000000246355824629
82400 70182.88554 5.67855 2.84312 1.99729 -0.00000000246359377343
82500 70273.33927 5.67670 2.84207 1.99738 -0.00000000256423859923
82600 70342.51541 5.67255 2.84044 1.99707 -0.00000000240576625288
82700 70434.17316 5.67248 2.84007 1.99730 -0.00000000241436381998
82800 70533.47168 5.67821 2.84298 1.99727 -0.00000000252424303682
82900 70614.86247 5.67561 2.84209 1.99698 -0.00000000247675568943
83000 70708.36895 5.68115 2.84479 1.99704 -0.00000000235808794713
83100 70804.52125 5.68915 2.84893 1.99694 -0.00000000228558949544
83200 70883.17141 5.68623 2.84775 1.99674 -0.00000000223053575610
83300 70980.83064 5.69424 2.85165 1.99682 -0.00000000225258034448
83400 71065.67276 5.69133 2.85018 1.99683 -0.00000000226112817359
83500 71157.72167 5.69360 2.85105 1.99702 -0.00000000223847163028
83600 71232.27723 5.68964 2.84946 1.99675 -0.00000000227357332960
83700 71325.62500 5.69383 2.85128 1.99694 -0.00000000227738272685
83800 71417.50017 5.69503 2.85191 1.99692 -0.00000000227690222232
83900 71507.50332 5.69332 2.85114 1.99685 -0.00000000236166197709
84000 71598.21021 5.69373 2.85104 1.99707 -0.00000000227072760595
84100 71691.96473 5.69711 2.85281 1.99702 -0.00000000229732055601
84200 71790.30880 5.71231 2.86010 1.99724 -0.00000000240281572417
84300 71866.37971 5.70912 2.85849 1.99725 -0.00000000233966712671
84400 71947.76461 5.70615 2.85694 1.99730 -0.00000000230035901438
84500 72038.03673 5.70410 2.85568 1.99746 -0.00000000227724417101
84600 72109.85487 5.69999 2.85391 1.99726 -0.00000000231498908931
84700 72193.68701 5.69672 2.85238 1.99718 -0.00000000238070629877
84800 72277.35830 5.69539 2.85170 1.99719 -0.00000000232928787369
84900 72365.64950 5.69400 2.85117 1.99708 -0.00000000227170193767
85000 72453.77197 5.69294 2.85070 1.99704 -0.00000000222630536229
85100 72549.43247 5.69519 2.85162 1.99718 -0.00000000217262119406
85200 72628.89229 5.69250 2.85052 1.99701 -0.00000000209872297319
85300 72719.88115 5.69176 2.84999 1.99712 -0.00000000208024086845
85400 72818.85051 5.69526 2.85137 1.99738 -0.00000000199344452056
85500 72902.22944 5.69350 2.85043 1.99742 -0.00000000199812788537
85600 72987.73291 5.69098 2.84932 1.99731 -0.00000000195062810349
85700 73067.56878 5.69161 2.84938 1.99749 -0.00000000185798221253
85800 73159.88585 5.69581 2.85170 1.99734 -0.00000000183930293218
85900 73240.39376 5.69425 2.85099 1.99729 -0.00000000196010940812
86000 73318.69653 5.69068 2.84931 1.99721 -0.00000000177910575161
86100 73406.23508 5.68872 2.84802 1.99743 -0.00000000174891567895
86200 73504.09761 5.69127 2.84924 1.99747 -0.00000000176564984855
86300 73589.84412 5.68831 2.84770 1.99751 -0.00000000167286984265
86400 73652.19830 5.68380 2.84600 1.99712 -0.00000000161593582959
86500 73733.75097 5.68075 2.84427 1.99726 -0.00000000154453694279
86600 73811.86034 5.67680 2.84241 1.99718 -0.00000000157536650391
86700 73896.08187 5.67581 2.84212 1.99704 -0.00000000164806124303
86800 73978.49679 5.67267 2.84054 1.99704 -0.00000000165463287516
86900 74067.58620 5.67618 2.84232 1.99702 -0.00000000159682045364
87000 74144.07519 5.67368 2.84131 1.99685 -0.00000000156964574671
87100 74235.27444 5.67294 2.84089 1.99689 -0.00000000153010315529
87200 74316.85858 5.67054 2.83985 1.99678 -0.00000000149111034631
87300 74400.33193 5.66779 2.83879 1.99655 -0.00000000157902846354
87400 74469.89084 5.66456 2.83718 1.99654 -0.00000000152960666355
87500 74570.30800 5.67533 2.84210 1.99688 -0.00000000146855239080
87600 74664.70648 5.68215 2.84541 1.99695 -0.00000000140360878476
87700 74764.87395 5.69251 2.85006 1.99733 -0.00000000154831703014
87800 74852.88942 5.69226 2.84962 1.99755 -0.00000000159165658431
87900 74951.10381 5.69840 2.85232 1.99782 -0.00000000153610457687
88000 75047.85771 5.70083 2.85327 1.99800 -0.00000000155316381978
88100 75146.11082 5.71315 2.85896 1.99833 -0.00000000159021418256
88200 75242.86860 5.71811 2.86144 1.99833 -0.00000000168262914713
88300 75324.58449 5.71594 2.86046 1.99826 -0.00000000151773793533
88400 75406.23694 5.71262 2.85927 1.99793 -0.00000000151965551254
88500 75486.54822 5.71283 2.85932 1.99797 -0.00000000157041846194
88600 75561.17722 5.71134 2.85880 1.99781 -0.00000000152399159958
88700 75638.41013 5.70819 2.85732 1.99775 -0.00000000142525902191
88800 75730.66853 5.71369 2.85970 1.99801 -0.00000000141176048629
88900 75811.65927 5.71050 2.85818 1.99795 -0.00000000146541623280
89000 75894.25334 5.70763 2.85690 1.99784 -0.00000000145023815179
89100 75973.68385 5.70657 2.85673 1.99759 -0.00000000134683908470
89200 76054.26928 5.70312 2.85521 1.99744 -0.00000000129671029470
89300 76143.73038 5.70523 2.85584 1.99774 -0.00000000130397026510
89400 76227.77373 5.70373 2.85506 1.99776 -0.00000000126604060569
89500 76306.92826 5.70166 2.85412 1.99770 -0.00000000118277920791
89600 76388.57582 5.70022 2.85323 1.99781 -0.00000000113542864000
89700 76488.26573 5.70850 2.85721 1.99793 -0.00000000112079057146
89800 76569.96469 5.70676 2.85645 1.99785 -0.00000000121420118404
89900 76640.87341 5.70282 2.85481 1.99762 -0.00000000122825394300
90000 76710.44767 5.69891 2.85310 1.99744 -0.00000000119967413781
90100 76803.86904 5.69827 2.85270 1.99750 -0.00000000118035625718
90200 76890.66822 5.69636 2.85197 1.99734 -0.00000000122567467287
90300 76980.66360 5.69409 2.85079 1.99738 -0.00000000123697763144
90400 77061.28857 5.69085 2.84930 1.99728 -0.00000000115708598258
90500 77149.94122 5.68928 2.84808 1.99758 -0.00000000127546329054
90600 77229.48484 5.68666 2.84677 1.99758 -0.00000000118263798754
90700 77324.41263 5.68956 2.84783 1.99786 -0.00000000117801057797
90800 77409.72233 5.68931 2.84798 1.99767 -0.00000000125773436110
90900 77493.31259 5.68778 2.84704 1.99779 -0.00000000135506539323
91000 77589.48631 5.68963 2.84769 1.99798 -0.00000000132617472559
91100 77681.21108 5.69150 2.84857 1.99802 -0.00000000134973543453
91200 77768.46744 5.69045 2.84802 1.99804 -0.00000000141715528201
91300 77860.80485 5.69047 2.84781 1.99819 -0.00000000146123912970
91400 77941.16010 5.68830 2.84689 1.99807 -0.00000000150945478339
91500 78018.74379 5.68523 2.84551 1.99797 -0.00000000142542866399
91600 78108.84328 5.68412 2.84495 1.99797 -0.00000000147050016608
91700 78179.38466 5.68005 2.84322 1.99775 -0.00000000144223566423
91800 78261.70683 5.67683 2.84151 1.99782 -0.00000000147357415159
91900 78342.77476 5.67553 2.84069 1.99794 -0.00000000133982247519
92000 78432.89728 5.67477 2.84001 1.99815 -0.00000000138135192174
92100 78504.59522 5.67116 2.83854 1.99792 -0.00000000129379174041
92200 78583.57532 5.66858 2.83725 1.99792 -0.00000000107779385417
92300 78664.19059 5.66762 2.83656 1.99806 -0.00000000104189545880
92400 78751.49879 5.66905 2.83711 1.99818 -0.00000000101141761633
92500 78844.47350 5.67034 2.83773 1.99819 -0.00000000104460351480
92600 78921.68539 5.66669 2.83604 1.99810 -0.00000000093060492645
92700 79004.28219 5.66852 2.83706 1.99803 -0.00000000087789953085
92800 79083.57536 5.66515 2.83542 1.99800 -0.00000000095560892532
92900 79167.82310 5.67215 2.83859 1.99822 -0.00000000073153660907
93000 79268.26634 5.70434 2.85465 1.99826 -0.00000000076832407103
93100 79363.98648 5.71510 2.85995 1.99832 -0.00000000080686213266
93200 79452.45936 5.71399 2.85951 1.99824 -0.00000000085437257269
93300 79534.47745 5.71121 2.85825 1.99815 -0.00000000099316288527
93400 79614.98295 5.70823 2.85698 1.99800 -0.00000000100559383043
93500 79697.50780 5.70650 2.85624 1.99790 -0.00000000094921404070
93600 79789.96022 5.70734 2.85654 1.99799 -0.00000000077461237424
93700 79869.32732 5.70448 2.85506 1.99803 -0.00000000071136341262
93800 79942.43036 5.70165 2.85384 1.99789 -0.00000000082344975283
93900 80024.13939 5.69819 2.85219 1.99783 -0.00000000092502183691
94000 80117.50741 5.69942 2.85240 1.99812 -0.00000000090455287705
94100 80212.70669 5.70506 2.85479 1.99842 -0.00000000097631502882
94200 80292.06439 5.70151 2.85329 1.99823 -0.00000000094606633638
94300 80378.60718 5.70112 2.85299 1.99829 -0.00000000106984199277
94400 80460.76107 5.69918 2.85219 1.99818 -0.00000000103743857949
94500 80554.27354 5.70388 2.85435 1.99831 -0.00000000101731778557
94600 80632.83081 5.70094 2.85294 1.99827 -0.00000000096849728237
94700 80713.18798 5.69790 2.85172 1.99806 -0.00000000094799990080
94800 80801.00837 5.69606 2.85091 1.99797 -0.00000000100106589684
94900 80888.36778 5.69447 2.85013 1.99797 -0.00000000072618799862
95000 80964.24830 5.69181 2.84904 1.99780 -0.00000000086580609349
95100 81055.85303 5.69203 2.84919 1.99777 -0.00000000093374374899
95200 81134.25321 5.68865 2.84755 1.99773 -0.00000000074674133543
95300 81227.30218 5.68915 2.84780 1.99773 -0.00000000072173111931
95400 81300.07444 5.68563 2.84633 1.99753 -0.00000000082077455943
95500 81375.22995 5.68267 2.84472 1.99762 -0.00000000070338845859
95600 81459.88937 5.68209 2.84448 1.99758 -0.00000000083888807012
95700 81547.94793 5.68022 2.84345 1.99765 -0.00000000089192209174
95800 81642.68226 5.68520 2.84588 1.99769 -0.00000000100540109571
95900 81722.94612 5.68201 2.84425 1.99772 -0.00000000099127550612
96000 81808.84795 5.67949 2.84324 1.99754 -0.00000000095808072587
96100 81900.88945 5.68385 2.84524 1.99767 -0.00000000096808872030
96200 81991.94169 5.68629 2.84622 1.99784 -0.00000000082680973179
96300 82086.23462 5.69178 2.84863 1.99808 -0.00000000062313709748
96400 82185.58750 5.70944 2.85708 1.99835 -0.00000000036842262574
96500 82273.71215 5.71223 2.85820 1.99854 -0.00000000030210767221
96600 82365.25978 5.71741 2.86051 1.99874 -0.00000000035737812709
96700 82441.78601 5.71453 2.85919 1.99866 -0.00000000045386450154
96800 82518.96568 5.71201 2.85819 1.99847 -0.00000000039055692014
96900 82610.06950 5.71230 2.85824 1.99853 -0.00000000040854875039
97000 82695.24487 5.71454 2.85972 1.99829 -0.00000000040480507835
97100 82785.43169 5.71473 2.85999 1.99817 -0.00000000028810998032
97200 82869.24307 5.71552 2.86075 1.99791 -0.00000000012054801601
97300 82958.45388 5.71461 2.86019 1.99799 -0.00000000029050006844
97400 83030.44398 5.71120 2.85861 1.99790 -0.00000000046553250144
97500 83118.05480 5.71326 2.85958 1.99794 -0.00000000072856121136
97600 83211.93266 5.71718 2.86135 1.99807 -0.00000000059702909283
97700 83293.91566 5.71564 2.86081 1.99791 -0.00000000064187322124
97800 83370.19176 5.71327 2.85988 1.99773 -0.00000000058634874733
97900 83456.61081 5.71111 2.85896 1.99762 -0.00000000048555737209
98000 83541.21868 5.70987 2.85801 1.99785 -0.00000000051330228956
98100 83616.36370 5.70827 2.85742 1.99770 -0.00000000052253579241
98200 83711.12918 5.70990 2.85817 1.99775 -0.00000000053036774972
98300 83789.77321 5.70718 2.85689 1.99769 -0.00000000065324545773
98400 83866.04029 5.70494 2.85614 1.99743 -0.00000000069950889525
98500 83950.22862 5.70622 2.85671 1.99748 -0.00000000073452177674
98600 84036.31118 5.70905 2.85806 1.99753 -0.00000000078448270102
98700 84125.35397 5.71398 2.86057 1.99750 -0.00000000068371086570
98800 84218.56312 5.71288 2.86002 1.99750 -0.00000000067775651758
98900 84302.54929 5.71395 2.86033 1.99765 -0.00000000081032602850
99000 84389.70295 5.71263 2.85964 1.99768 -0.00000000082879747509
99100 84474.15845 5.70964 2.85812 1.99769 -0.00000000074088024604
99200 84567.61981 5.71034 2.85841 1.99773 -0.00000000072901951143
99300 84643.39427 5.70774 2.85709 1.99774 -0.00000000081129769569
99400 84717.44101 5.70507 2.85588 1.99766 -0.00000000083467099898
99500 84795.63024 5.70196 2.85448 1.99755 -0.00000000066899552564
99600 84882.94516 5.70462 2.85562 1.99768 -0.00000000072184835886
99700 84976.80151 5.71123 2.85903 1.99761 -0.00000000055302784574
99800 85058.52988 5.70883 2.85787 1.99759 -0.00000000046736481352
99900 85147.13954 5.70833 2.85750 1.99767 -0.00000000038556535742
100000 85208.81828 5.70416 2.85599 1.99726 -0.00000000045447379193
